Cation 1,Cation 1 mol%,Cation 2,Cation 2 mol%,Cation 3,Cation 3 mol%,Cation 4,Cation 4 mol%,Cation 5,Cation 5 mol%,Cation 6,Cation 6 mol%,Anion 1,Anion 1 mol%,Anion 2,Anion 2 mol%,Promotor,Support 1,Support 1 mol%,Support 2,Support 2 mol%,Support 3,Support 3 mol%,Preparation,"Temperature, K","p(CH4), bar","p(O2), bar",p(CH4)/p(O2),"p total, bar","Contact time, s","X(O2), %","X(CH4), %","S(COx), %","S(C2=), %","S(C2-), %","S(C2), %","Y(C2), %"
La,10.0,Ca,90.0,,,,,,,,,,,,,,,,,,,,n.a.,1073,0.10,0.03,3.0,1.0,0.06 ,97.0,32.0,,,,52.0,16.6
La,10.0,Mg,90.0,,,,,,,,,,,,,,,,,,,,n.a.,1073,0.10,0.03,3.0,1.0,0.06 ,98.0,28.0,,,,46.0,12.9
La,6.0,Ti,94.0,,,,,,,,,,,,,,,,,,,,n.a.,1073,0.10,0.03,3.0,1.0,0.06 ,43.0,6.0,,,,6.0,0.4
La,3.1,Mg,96.9,,,,,,,,,,,,,,,,,,,,n.a.,1073,0.10,0.03,3.0,1.0,0.06 ,97.0,22.0,,,,34.0,7.5
La,20.0,Mg,80.0,,,,,,,,,,,,,,,,,,,,n.a.,1073,0.10,0.03,3.0,1.0,0.06 ,96.0,28.0,,,,51.0,14.3
La,11.1,Mg,88.9,,,,,,,,,,,,,,,,,,,,n.a.,1073,0.10,0.03,3.0,1.0,0.06 ,95.0,28.0,,,,50.0,14.0
La,10.0,Sr,20.0,Ca,70.0,,,,,,,,,,,,,,,,,,n.a.,1073,0.07,0.03,2.0,1.0,0.06 ,97.0,42.0,,,,47.0,19.7
La,100.0,,,,,,,,,,,,,,,,,,,,,,n.a.,1013,0.68,0.07,10.0,1.0,0.22 ,100.0,18.8,,,,40.0,7.5
La,10.0,Ba,90.0,,,,,,,,,,,,,,,,,,,,Precipitation,1073,0.91,0.09,10.0,1.0,9.00 ,,10.0,,,,73.5,7.3
La,40.0,Ba,60.0,,,,,,,,,,,,,,,,,,,,Precipitation,1073,0.91,0.09,10.0,1.0,9.00 ,,12.0,,,,77.0,9.2
La,80.0,Ba,20.0,,,,,,,,,,,,,,,,,,,,Precipitation,1073,0.91,0.09,10.0,1.0,9.00 ,,10.0,,,,71.5,7.2
La,90.0,Ba,10.0,,,,,,,,,,,,,,,,,,,,Precipitation,1073,0.91,0.09,10.0,1.0,9.00 ,,12.0,,,,71.0,8.5
La,100.0,,,,,,,,,,,,,,,,,,,,,,Precipitation,1023,0.08,0.04,2.0,1.0,2.00 ,,30.0,,,,40.0,12.0
La,100.0,,,,,,,,,,,,,,,,,,,,,,n.a.,1023,0.40,0.08,5.0,1.0,0.06 ,,17.3,,31.0,10.0,41.0,7.1
La,100.0,,,,,,,,,,,,,,,,,,,,,,Precipitation,973,0.13,0.07,2.0,1.0,0.80 ,46.9,26.9,,12.3,11.2,23.5,6.3
La,50.0,Li,50.0,,,,,,,,,,,,,,,,,,,,Precipitation,973,0.13,0.07,2.0,1.0,0.80 ,39.0,17.7,,13.1,29.8,42.9,7.6
