,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Extrapolation Strength,Extrapolating Variables,R2,MAE
5204,978.2,5,1.368,2.758902914,1,['Contact time'],0.565030821,0.720193267
5205,978.2,5,1.44,2.758902914,1,['Contact time'],0.565030821,0.720193267
5206,978.2,5.25,0,6.249313256,1,['Contact time'],0.551655454,0.727190324
5207,978.2,5.25,0.576,2.758902914,1,['Contact time'],0.548785706,0.730751697
5208,978.2,5.25,0.648,2.758902914,1,['Contact time'],0.548785706,0.730751697
5209,978.2,5.25,0.72,2.758902914,1,['Contact time'],0.548785706,0.730751697
5210,978.2,5.25,0.792,2.758902914,1,['Contact time'],0.548785706,0.730751697
5211,978.2,5.25,0.864,2.758902914,1,['Contact time'],0.548785706,0.730751697
5212,978.2,5.25,0.936,2.758902914,1,['Contact time'],0.548785706,0.730751697
5213,978.2,5.25,1.008,2.758902914,1,['Contact time'],0.548785706,0.730751697
5214,978.2,5.25,1.08,2.758902914,1,['Contact time'],0.548785706,0.730751697
5215,978.2,5.25,1.152,2.758902914,1,['Contact time'],0.548785706,0.730751697
5216,978.2,5.25,1.224,2.758902914,1,['Contact time'],0.548785706,0.730751697
5217,978.2,5.25,1.296,2.758902914,1,['Contact time'],0.548785706,0.730751697
5218,978.2,5.25,1.368,2.758902914,1,['Contact time'],0.548785706,0.730751697
5219,978.2,5.25,1.44,2.758902914,1,['Contact time'],0.548785706,0.730751697
5220,978.2,5.5,0,6.249313256,1,['Contact time'],0.568408543,0.71261074
5221,978.2,5.5,0.576,2.758902914,1,['Contact time'],0.646819229,0.608761019
5222,978.2,5.5,0.648,2.758902914,1,['Contact time'],0.646819229,0.608761019
5223,978.2,5.5,0.72,2.758902914,1,['Contact time'],0.646819229,0.608761019
5224,978.2,5.5,0.792,2.758902914,1,['Contact time'],0.646819229,0.608761019
5225,978.2,5.5,0.864,2.758902914,1,['Contact time'],0.646819229,0.608761019
5226,978.2,5.5,0.936,2.758902914,1,['Contact time'],0.646819229,0.608761019
5227,978.2,5.5,1.008,2.758902914,1,['Contact time'],0.646819229,0.608761019
5228,978.2,5.5,1.08,2.758902914,1,['Contact time'],0.646819229,0.608761019
5229,978.2,5.5,1.152,2.758902914,1,['Contact time'],0.646819229,0.608761019
5230,978.2,5.5,1.224,2.758902914,1,['Contact time'],0.646819229,0.608761019
5231,978.2,5.5,1.296,2.758902914,1,['Contact time'],0.646819229,0.608761019
5232,978.2,5.5,1.368,2.758902914,1,['Contact time'],0.646819229,0.608761019
5233,978.2,5.5,1.44,2.758902914,1,['Contact time'],0.646819229,0.608761019
5234,978.2,5.75,0,6.249313256,1,['Contact time'],0.55173333,0.727046055
5235,978.2,5.75,0.576,2.758902914,1,['Contact time'],0.68056903,0.580326723
5236,978.2,5.75,0.648,2.758902914,1,['Contact time'],0.68056903,0.580326723
5237,978.2,5.75,0.72,2.758902914,1,['Contact time'],0.68056903,0.580326723
5238,978.2,5.75,0.792,2.758902914,1,['Contact time'],0.68056903,0.580326723
5239,978.2,5.75,0.864,2.758902914,1,['Contact time'],0.68056903,0.580326723
5240,978.2,5.75,0.936,2.758902914,1,['Contact time'],0.68056903,0.580326723
5241,978.2,5.75,1.008,2.758902914,1,['Contact time'],0.68056903,0.580326723
5242,978.2,5.75,1.08,2.758902914,1,['Contact time'],0.68056903,0.580326723
5243,978.2,5.75,1.152,2.758902914,1,['Contact time'],0.68056903,0.580326723
5244,978.2,5.75,1.224,2.758902914,1,['Contact time'],0.68056903,0.580326723
5245,978.2,5.75,1.296,2.758902914,1,['Contact time'],0.68056903,0.580326723
5246,978.2,5.75,1.368,2.758902914,1,['Contact time'],0.68056903,0.580326723
5247,978.2,5.75,1.44,2.758902914,1,['Contact time'],0.68056903,0.580326723
5248,978.2,6,0,6.249313256,1,['Contact time'],0.591377569,0.689623697
5249,978.2,6,0.576,2.758902914,1,['Contact time'],0.573202119,0.713653245
5250,978.2,6,0.648,2.758902914,1,['Contact time'],0.573202119,0.713653245
5251,978.2,6,0.72,2.758902914,1,['Contact time'],0.573202119,0.713653245
5252,978.2,6,0.792,2.758902914,1,['Contact time'],0.573202119,0.713653245
5253,978.2,6,0.864,2.758902914,1,['Contact time'],0.573202119,0.713653245
5254,978.2,6,0.936,2.758902914,1,['Contact time'],0.573202119,0.713653245
5255,978.2,6,1.008,2.758902914,1,['Contact time'],0.573202119,0.713653245
5256,978.2,6,1.08,2.758902914,1,['Contact time'],0.573202119,0.713653245
5257,978.2,6,1.152,2.758902914,1,['Contact time'],0.573202119,0.713653245
5258,978.2,6,1.224,2.758902914,1,['Contact time'],0.573202119,0.713653245
5259,978.2,6,1.296,2.758902914,1,['Contact time'],0.573202119,0.713653245
5260,978.2,6,1.368,2.758902914,1,['Contact time'],0.573202119,0.713653245
5261,978.2,6,1.44,2.758902914,1,['Contact time'],0.573202119,0.713653245
5263,1001.4,1,0.072,9.274829966,1,['pCH4_per_pO2'],0.576650644,0.711465893
5264,1001.4,1,0.144,5.446810989,1,['pCH4_per_pO2'],0.56878949,0.716175133
5265,1001.4,1,0.216,5.165771317,1,['pCH4_per_pO2'],0.54748196,0.730619066
5266,1001.4,1,0.288,5.165771317,1,['pCH4_per_pO2'],0.610260631,0.681510498
5267,1001.4,1,0.36,11.79347319,1,['pCH4_per_pO2'],0.555058764,0.725550842
5268,1001.4,1,0.432,8.744801909,1,['pCH4_per_pO2'],0.574457621,0.712951099
5269,1001.4,1,0.504,8.744801909,1,['pCH4_per_pO2'],0.558996872,0.721097666
5284,1001.4,1.25,0.072,9.274829966,1,['pCH4_per_pO2'],0.576650644,0.711465893
5285,1001.4,1.25,0.144,5.446810989,1,['pCH4_per_pO2'],0.56878949,0.716175133
5286,1001.4,1.25,0.216,5.165771317,1,['pCH4_per_pO2'],0.54748196,0.730619066
5287,1001.4,1.25,0.288,5.165771317,1,['pCH4_per_pO2'],0.610260631,0.681510498
5288,1001.4,1.25,0.36,11.79347319,1,['pCH4_per_pO2'],0.555058764,0.725550842
5289,1001.4,1.25,0.432,8.744801909,1,['pCH4_per_pO2'],0.574457621,0.712951099
5290,1001.4,1.25,0.504,8.744801909,1,['pCH4_per_pO2'],0.558996872,0.721097666
5305,1001.4,1.5,0.072,9.274829966,1,['pCH4_per_pO2'],0.576650644,0.711465893
5306,1001.4,1.5,0.144,5.446810989,1,['pCH4_per_pO2'],0.56878949,0.716175133
5307,1001.4,1.5,0.216,5.165771317,1,['pCH4_per_pO2'],0.54748196,0.730619066
5308,1001.4,1.5,0.288,5.165771317,1,['pCH4_per_pO2'],0.610260631,0.681510498
5309,1001.4,1.5,0.36,11.79347319,1,['pCH4_per_pO2'],0.555058764,0.725550842
5310,1001.4,1.5,0.432,8.744801909,1,['pCH4_per_pO2'],0.574457621,0.712951099
5311,1001.4,1.5,0.504,8.744801909,1,['pCH4_per_pO2'],0.558996872,0.721097666
5326,1001.4,1.75,0.072,9.274829966,1,['pCH4_per_pO2'],0.576650644,0.711465893
5327,1001.4,1.75,0.144,5.446810989,1,['pCH4_per_pO2'],0.56878949,0.716175133
5328,1001.4,1.75,0.216,5.165771317,1,['pCH4_per_pO2'],0.54748196,0.730619066
5329,1001.4,1.75,0.288,5.165771317,1,['pCH4_per_pO2'],0.610260631,0.681510498
5330,1001.4,1.75,0.36,11.79347319,1,['pCH4_per_pO2'],0.555058764,0.725550842
5331,1001.4,1.75,0.432,8.744801909,1,['pCH4_per_pO2'],0.574457621,0.712951099
5332,1001.4,1.75,0.504,8.744801909,1,['pCH4_per_pO2'],0.558996872,0.721097666
5347,1001.4,2,0.072,7.602970517,1,['pCH4_per_pO2'],0.552203928,0.729311075
5348,1001.4,2,0.144,3.647479568,1,['pCH4_per_pO2'],0.537684564,0.738617803
5349,1001.4,2,0.216,3.432373561,1,['pCH4_per_pO2'],0.550509402,0.73026546
5350,1001.4,2,0.288,3.432373561,1,['pCH4_per_pO2'],0.550706663,0.731989887
5351,1001.4,2,0.36,10.06007948,1,['pCH4_per_pO2'],0.57727444,0.71091822
5352,1001.4,2,0.432,6.987628666,1,['pCH4_per_pO2'],0.861317476,0.418839968
5353,1001.4,2,0.504,6.987628666,1,['pCH4_per_pO2'],0.735152521,0.569462491
5368,1001.4,2.25,0.072,5.988819724,1,['pCH4_per_pO2'],0.547391448,0.731277901
5369,1001.4,2.25,0.144,1.917460775,1,['pCH4_per_pO2'],0.563705291,0.72249788
5370,1001.4,2.25,0.216,1.68053588,1,['pCH4_per_pO2'],0.546939964,0.733160517
5371,1001.4,2.25,0.288,1.68053588,1,['pCH4_per_pO2'],0.542249158,0.738727658
5372,1001.4,2.25,0.36,8.375884914,1,['pCH4_per_pO2'],0.55086155,0.730589299
5373,1001.4,2.25,0.432,4.385520038,1,['pCH4_per_pO2'],0.716932927,0.563734383
5374,1001.4,2.25,0.504,4.385520038,1,['pCH4_per_pO2'],0.551961272,0.72989889
5389,1001.4,2.5,0.072,5.970386609,1,['pCH4_per_pO2'],0.540856869,0.739845094
5390,1001.4,2.5,0.144,1.899027844,1,['pCH4_per_pO2'],0.549637384,0.730724159
5391,1001.4,2.5,0.216,1.66210295,1,['pCH4_per_pO2'],0.551024593,0.729686595
5392,1001.4,2.5,0.288,1.66210295,1,['pCH4_per_pO2'],0.552107406,0.730863926
5393,1001.4,2.5,0.36,8.3574518,1,['pCH4_per_pO2'],0.573383403,0.714321078
5394,1001.4,2.5,0.432,4.367086923,1,['pCH4_per_pO2'],0.567746069,0.718920688
5395,1001.4,2.5,0.504,4.367086923,1,['pCH4_per_pO2'],0.555856008,0.725681199
5410,1001.4,2.75,0.072,5.877557057,1,['pCH4_per_pO2'],0.564260537,0.722050075
5411,1001.4,2.75,0.144,1.806199028,1,['pCH4_per_pO2'],0.550289317,0.730246046
5412,1001.4,2.75,0.216,1.540900674,1,['pCH4_per_pO2'],0.591454087,0.693408428
5413,1001.4,2.75,0.288,1.540900674,1,['pCH4_per_pO2'],0.549781526,0.737133615
5414,1001.4,2.75,0.36,8.272557592,1,['pCH4_per_pO2'],0.544667042,0.733533354
5415,1001.4,2.75,0.432,4.282190876,1,['pCH4_per_pO2'],0.707804258,0.571543687
5416,1001.4,2.75,0.504,4.282190876,1,['pCH4_per_pO2'],0.707804258,0.571543687
5431,1001.4,3,0.072,5.405141225,1,['pCH4_per_pO2'],0.547353388,0.732628226
5432,1001.4,3,0.144,1.333779883,1,['pCH4_per_pO2'],0.565406234,0.72112371
5433,1001.4,3,0.216,0.456602098,1,['pCH4_per_pO2'],0.569282929,0.71724334
5434,1001.4,3,0.288,0.456602098,1,['pCH4_per_pO2'],0.551970825,0.72962279
5435,1001.4,3,0.36,7.188249356,1,['pCH4_per_pO2'],0.547911299,0.73418064
5436,1001.4,3,0.432,3.110646842,1,['pCH4_per_pO2'],0.547870654,0.732361684
5437,1001.4,3,0.504,3.110646842,1,['pCH4_per_pO2'],0.569441923,0.716656557
5452,1001.4,3.25,0.072,5.405141225,1,['pCH4_per_pO2'],0.547353388,0.732628226
5453,1001.4,3.25,0.144,1.333779883,1,['pCH4_per_pO2'],0.565406234,0.72112371
5454,1001.4,3.25,0.216,0.456602098,1,['pCH4_per_pO2'],0.569282929,0.71724334
5455,1001.4,3.25,0.288,0.456602098,1,['pCH4_per_pO2'],0.551970825,0.72962279
5456,1001.4,3.25,0.36,7.188249356,1,['pCH4_per_pO2'],0.547911299,0.73418064
5457,1001.4,3.25,0.432,3.110646842,1,['pCH4_per_pO2'],0.547870654,0.732361684
5458,1001.4,3.25,0.504,3.110646842,1,['pCH4_per_pO2'],0.569441923,0.716656557
5473,1001.4,3.5,0.072,5.405141225,1,['pCH4_per_pO2'],0.547353388,0.732628226
5474,1001.4,3.5,0.144,1.333779883,1,['pCH4_per_pO2'],0.565406234,0.72112371
5475,1001.4,3.5,0.216,0.456602098,1,['pCH4_per_pO2'],0.569282929,0.71724334
5476,1001.4,3.5,0.288,0.456602098,1,['pCH4_per_pO2'],0.551970825,0.72962279
5477,1001.4,3.5,0.36,7.188249356,1,['pCH4_per_pO2'],0.547911299,0.73418064
5478,1001.4,3.5,0.432,3.110646842,1,['pCH4_per_pO2'],0.547870654,0.732361684
5479,1001.4,3.5,0.504,3.110646842,1,['pCH4_per_pO2'],0.569441923,0.716656557
5494,1001.4,3.75,0.072,5.405141225,1,['pCH4_per_pO2'],0.547353388,0.732628226
5495,1001.4,3.75,0.144,1.333779883,1,['pCH4_per_pO2'],0.565406234,0.72112371
5496,1001.4,3.75,0.216,0.456602098,1,['pCH4_per_pO2'],0.569282929,0.71724334
5497,1001.4,3.75,0.288,0.456602098,1,['pCH4_per_pO2'],0.551970825,0.72962279
5498,1001.4,3.75,0.36,7.188249356,1,['pCH4_per_pO2'],0.547911299,0.73418064
5499,1001.4,3.75,0.432,3.110646842,1,['pCH4_per_pO2'],0.547870654,0.732361684
5500,1001.4,3.75,0.504,3.110646842,1,['pCH4_per_pO2'],0.569441923,0.716656557
5514,1001.4,4,0,7.613567662,1,['Contact time'],0.548661252,0.730271373
5515,1001.4,4,0.576,3.941289772,1,['Contact time'],0.570358395,0.713468044
5516,1001.4,4,0.648,3.941289772,1,['Contact time'],0.570358395,0.713468044
5517,1001.4,4,0.72,3.941289772,1,['Contact time'],0.570358395,0.713468044
5518,1001.4,4,0.792,3.941289772,1,['Contact time'],0.570358395,0.713468044
5519,1001.4,4,0.864,3.941289772,1,['Contact time'],0.570358395,0.713468044
5520,1001.4,4,0.936,3.941289772,1,['Contact time'],0.570358395,0.713468044
5521,1001.4,4,1.008,3.941289772,1,['Contact time'],0.570358395,0.713468044
5522,1001.4,4,1.08,3.941289772,1,['Contact time'],0.570358395,0.713468044
5523,1001.4,4,1.152,3.941289772,1,['Contact time'],0.570358395,0.713468044
5524,1001.4,4,1.224,3.941289772,1,['Contact time'],0.570358395,0.713468044
5525,1001.4,4,1.296,3.941289772,1,['Contact time'],0.570358395,0.713468044
5526,1001.4,4,1.368,3.941289772,1,['Contact time'],0.570358395,0.713468044
5527,1001.4,4,1.44,3.941289772,1,['Contact time'],0.570358395,0.713468044
5528,1001.4,4.25,0,7.613567662,1,['Contact time'],0.546526741,0.730579769
5529,1001.4,4.25,0.576,3.941289772,1,['Contact time'],0.549524102,0.732531576
5530,1001.4,4.25,0.648,3.941289772,1,['Contact time'],0.549524102,0.732531576
5531,1001.4,4.25,0.72,3.941289772,1,['Contact time'],0.549524102,0.732531576
5532,1001.4,4.25,0.792,3.941289772,1,['Contact time'],0.549524102,0.732531576
5533,1001.4,4.25,0.864,3.941289772,1,['Contact time'],0.549524102,0.732531576
5534,1001.4,4.25,0.936,3.941289772,1,['Contact time'],0.549524102,0.732531576
5535,1001.4,4.25,1.008,3.941289772,1,['Contact time'],0.549524102,0.732531576
5536,1001.4,4.25,1.08,3.941289772,1,['Contact time'],0.549524102,0.732531576
5537,1001.4,4.25,1.152,3.941289772,1,['Contact time'],0.549524102,0.732531576
5538,1001.4,4.25,1.224,3.941289772,1,['Contact time'],0.549524102,0.732531576
5539,1001.4,4.25,1.296,3.941289772,1,['Contact time'],0.549524102,0.732531576
5540,1001.4,4.25,1.368,3.941289772,1,['Contact time'],0.549524102,0.732531576
5541,1001.4,4.25,1.44,3.941289772,1,['Contact time'],0.549524102,0.732531576
5542,1001.4,4.5,0,7.613567662,1,['Contact time'],0.583751094,0.703965919
5543,1001.4,4.5,0.576,3.941289772,1,['Contact time'],0.545480711,0.734318039
5544,1001.4,4.5,0.648,3.941289772,1,['Contact time'],0.545480711,0.734318039
5545,1001.4,4.5,0.72,3.941289772,1,['Contact time'],0.545480711,0.734318039
5546,1001.4,4.5,0.792,3.941289772,1,['Contact time'],0.545480711,0.734318039
5547,1001.4,4.5,0.864,3.941289772,1,['Contact time'],0.545480711,0.734318039
5548,1001.4,4.5,0.936,3.941289772,1,['Contact time'],0.545480711,0.734318039
5549,1001.4,4.5,1.008,3.941289772,1,['Contact time'],0.545480711,0.734318039
5550,1001.4,4.5,1.08,3.941289772,1,['Contact time'],0.545480711,0.734318039
5551,1001.4,4.5,1.152,3.941289772,1,['Contact time'],0.545480711,0.734318039
5552,1001.4,4.5,1.224,3.941289772,1,['Contact time'],0.545480711,0.734318039
5553,1001.4,4.5,1.296,3.941289772,1,['Contact time'],0.545480711,0.734318039
5554,1001.4,4.5,1.368,3.941289772,1,['Contact time'],0.545480711,0.734318039
5555,1001.4,4.5,1.44,3.941289772,1,['Contact time'],0.545480711,0.734318039
5556,1001.4,4.75,0,7.613567662,1,['Contact time'],0.55249718,0.726794859
5557,1001.4,4.75,0.576,3.941289772,1,['Contact time'],0.567719231,0.718074471
5558,1001.4,4.75,0.648,3.941289772,1,['Contact time'],0.567719231,0.718074471
5559,1001.4,4.75,0.72,3.941289772,1,['Contact time'],0.567719231,0.718074471
5560,1001.4,4.75,0.792,3.941289772,1,['Contact time'],0.567719231,0.718074471
5561,1001.4,4.75,0.864,3.941289772,1,['Contact time'],0.567719231,0.718074471
5562,1001.4,4.75,0.936,3.941289772,1,['Contact time'],0.567719231,0.718074471
5563,1001.4,4.75,1.008,3.941289772,1,['Contact time'],0.567719231,0.718074471
5564,1001.4,4.75,1.08,3.941289772,1,['Contact time'],0.567719231,0.718074471
5565,1001.4,4.75,1.152,3.941289772,1,['Contact time'],0.567719231,0.718074471
5566,1001.4,4.75,1.224,3.941289772,1,['Contact time'],0.567719231,0.718074471
5567,1001.4,4.75,1.296,3.941289772,1,['Contact time'],0.567719231,0.718074471
5568,1001.4,4.75,1.368,3.941289772,1,['Contact time'],0.567719231,0.718074471
5569,1001.4,4.75,1.44,3.941289772,1,['Contact time'],0.567719231,0.718074471
5570,1001.4,5,0,6.860085291,1,['Contact time'],0.542692928,0.73513539
5571,1001.4,5,0.576,3.168072094,1,['Contact time'],0.549766187,0.730706343
5572,1001.4,5,0.648,3.168072094,1,['Contact time'],0.549766187,0.730706343
5573,1001.4,5,0.72,3.168072094,1,['Contact time'],0.549766187,0.730706343
5574,1001.4,5,0.792,3.168072094,1,['Contact time'],0.549766187,0.730706343
5575,1001.4,5,0.864,3.168072094,1,['Contact time'],0.549766187,0.730706343
5576,1001.4,5,0.936,3.168072094,1,['Contact time'],0.549766187,0.730706343
5577,1001.4,5,1.008,3.168072094,1,['Contact time'],0.549766187,0.730706343
5578,1001.4,5,1.08,3.168072094,1,['Contact time'],0.549766187,0.730706343
5579,1001.4,5,1.152,3.168072094,1,['Contact time'],0.549766187,0.730706343
5580,1001.4,5,1.224,3.168072094,1,['Contact time'],0.549766187,0.730706343
5581,1001.4,5,1.296,3.168072094,1,['Contact time'],0.549766187,0.730706343
5582,1001.4,5,1.368,3.168072094,1,['Contact time'],0.549766187,0.730706343
5583,1001.4,5,1.44,3.168072094,1,['Contact time'],0.549766187,0.730706343
5584,1001.4,5.25,0,6.860085291,1,['Contact time'],0.555880892,0.726446664
5585,1001.4,5.25,0.576,3.168072094,1,['Contact time'],0.662094569,0.603900158
5586,1001.4,5.25,0.648,3.168072094,1,['Contact time'],0.661635219,0.604349466
5587,1001.4,5.25,0.72,3.168072094,1,['Contact time'],0.661175869,0.604798775
5588,1001.4,5.25,0.792,3.168072094,1,['Contact time'],0.660714769,0.605249804
5589,1001.4,5.25,0.864,3.168072094,1,['Contact time'],0.660255419,0.605699112
5590,1001.4,5.25,0.936,3.168072094,1,['Contact time'],0.659794318,0.606150142
5591,1001.4,5.25,1.008,3.168072094,1,['Contact time'],0.659334968,0.60659945
5592,1001.4,5.25,1.08,3.168072094,1,['Contact time'],0.658875619,0.607048758
5593,1001.4,5.25,1.152,3.168072094,1,['Contact time'],0.658416269,0.607498067
5594,1001.4,5.25,1.224,3.168072094,1,['Contact time'],0.657956919,0.607947375
5595,1001.4,5.25,1.296,3.168072094,1,['Contact time'],0.657497569,0.608396683
5596,1001.4,5.25,1.368,3.168072094,1,['Contact time'],0.657038219,0.608845992
5597,1001.4,5.25,1.44,3.168072094,1,['Contact time'],0.65657887,0.6092953
5598,1001.4,5.5,0,6.860085291,1,['Contact time'],0.541420755,0.736400562
5599,1001.4,5.5,0.576,3.168072094,1,['Contact time'],0.571911729,0.714655153
5600,1001.4,5.5,0.648,3.168072094,1,['Contact time'],0.571911729,0.714655153
5601,1001.4,5.5,0.72,3.168072094,1,['Contact time'],0.571911729,0.714655153
5602,1001.4,5.5,0.792,3.168072094,1,['Contact time'],0.571911729,0.714655153
5603,1001.4,5.5,0.864,3.168072094,1,['Contact time'],0.571911729,0.714655153
5604,1001.4,5.5,0.936,3.168072094,1,['Contact time'],0.571911729,0.714655153
5605,1001.4,5.5,1.008,3.168072094,1,['Contact time'],0.571911729,0.714655153
5606,1001.4,5.5,1.08,3.168072094,1,['Contact time'],0.571911729,0.714655153
5607,1001.4,5.5,1.152,3.168072094,1,['Contact time'],0.571911729,0.714655153
5608,1001.4,5.5,1.224,3.168072094,1,['Contact time'],0.571911729,0.714655153
5609,1001.4,5.5,1.296,3.168072094,1,['Contact time'],0.571911729,0.714655153
5610,1001.4,5.5,1.368,3.168072094,1,['Contact time'],0.571911729,0.714655153
5611,1001.4,5.5,1.44,3.168072094,1,['Contact time'],0.571911729,0.714655153
5612,1001.4,5.75,0,6.860085291,1,['Contact time'],0.557767637,0.725015138
5613,1001.4,5.75,0.576,3.168072094,1,['Contact time'],0.567075681,0.718677852
5614,1001.4,5.75,0.648,3.168072094,1,['Contact time'],0.567075681,0.718677852
5615,1001.4,5.75,0.72,3.168072094,1,['Contact time'],0.567075681,0.718677852
5616,1001.4,5.75,0.792,3.168072094,1,['Contact time'],0.567075681,0.718677852
5617,1001.4,5.75,0.864,3.168072094,1,['Contact time'],0.567075681,0.718677852
5618,1001.4,5.75,0.936,3.168072094,1,['Contact time'],0.567075681,0.718677852
5619,1001.4,5.75,1.008,3.168072094,1,['Contact time'],0.567075681,0.718677852
5620,1001.4,5.75,1.08,3.168072094,1,['Contact time'],0.567075681,0.718677852
5621,1001.4,5.75,1.152,3.168072094,1,['Contact time'],0.567075681,0.718677852
5622,1001.4,5.75,1.224,3.168072094,1,['Contact time'],0.567075681,0.718677852
5623,1001.4,5.75,1.296,3.168072094,1,['Contact time'],0.567075681,0.718677852
5624,1001.4,5.75,1.368,3.168072094,1,['Contact time'],0.567075681,0.718677852
5625,1001.4,5.75,1.44,3.168072094,1,['Contact time'],0.567075681,0.718677852
5626,1001.4,6,0,6.860085291,1,['Contact time'],0.553726511,0.726159605
5627,1001.4,6,0.576,3.168072094,1,['Contact time'],0.573345284,0.713498756
5628,1001.4,6,0.648,3.168072094,1,['Contact time'],0.573345284,0.713498756
5629,1001.4,6,0.72,3.168072094,1,['Contact time'],0.573345284,0.713498756
5630,1001.4,6,0.792,3.168072094,1,['Contact time'],0.573345284,0.713498756
5631,1001.4,6,0.864,3.168072094,1,['Contact time'],0.573345284,0.713498756
5632,1001.4,6,0.936,3.168072094,1,['Contact time'],0.573345284,0.713498756
5633,1001.4,6,1.008,3.168072094,1,['Contact time'],0.573345284,0.713498756
5634,1001.4,6,1.08,3.168072094,1,['Contact time'],0.573345284,0.713498756
5635,1001.4,6,1.152,3.168072094,1,['Contact time'],0.573345284,0.713498756
5636,1001.4,6,1.224,3.168072094,1,['Contact time'],0.573345284,0.713498756
5637,1001.4,6,1.296,3.168072094,1,['Contact time'],0.573345284,0.713498756
5638,1001.4,6,1.368,3.168072094,1,['Contact time'],0.573345284,0.713498756
5639,1001.4,6,1.44,3.168072094,1,['Contact time'],0.573345284,0.713498756
5641,1024.6,1,0.072,17.10815369,1,['pCH4_per_pO2'],0.545182055,0.73476353
5642,1024.6,1,0.144,13.04080345,1,['pCH4_per_pO2'],0.571356157,0.713538448
5643,1024.6,1,0.216,12.82888998,1,['pCH4_per_pO2'],0.556475773,0.715586817
5644,1024.6,1,0.288,12.82888998,1,['pCH4_per_pO2'],0.580194679,0.707908687
5645,1024.6,1,0.36,19.34158677,1,['pCH4_per_pO2'],0.562533538,0.710853617
5646,1024.6,1,0.432,16.11897537,1,['pCH4_per_pO2'],0.549328318,0.731087925
5647,1024.6,1,0.504,16.11897537,1,['pCH4_per_pO2'],0.791326791,0.503289806
5662,1024.6,1.25,0.072,17.10815369,1,['pCH4_per_pO2'],0.545182055,0.73476353
5663,1024.6,1.25,0.144,13.04080345,1,['pCH4_per_pO2'],0.571356157,0.713538448
5664,1024.6,1.25,0.216,12.82888998,1,['pCH4_per_pO2'],0.556475773,0.715586817
5665,1024.6,1.25,0.288,12.82888998,1,['pCH4_per_pO2'],0.580194679,0.707908687
5666,1024.6,1.25,0.36,19.34158677,1,['pCH4_per_pO2'],0.562533538,0.710853617
5667,1024.6,1.25,0.432,16.11897537,1,['pCH4_per_pO2'],0.549328318,0.731087925
5668,1024.6,1.25,0.504,16.11897537,1,['pCH4_per_pO2'],0.791326791,0.503289806
5683,1024.6,1.5,0.072,17.10815369,1,['pCH4_per_pO2'],0.545182055,0.73476353
5684,1024.6,1.5,0.144,13.04080345,1,['pCH4_per_pO2'],0.571356157,0.713538448
5685,1024.6,1.5,0.216,12.82888998,1,['pCH4_per_pO2'],0.556475773,0.715586817
5686,1024.6,1.5,0.288,12.82888998,1,['pCH4_per_pO2'],0.580194679,0.707908687
5687,1024.6,1.5,0.36,19.34158677,1,['pCH4_per_pO2'],0.562533538,0.710853617
5688,1024.6,1.5,0.432,16.11897537,1,['pCH4_per_pO2'],0.549328318,0.731087925
5689,1024.6,1.5,0.504,16.11897537,1,['pCH4_per_pO2'],0.791326791,0.503289806
5704,1024.6,1.75,0.072,17.10815369,1,['pCH4_per_pO2'],0.545182055,0.73476353
5705,1024.6,1.75,0.144,13.04080345,1,['pCH4_per_pO2'],0.571356157,0.713538448
5706,1024.6,1.75,0.216,12.82888998,1,['pCH4_per_pO2'],0.556475773,0.715586817
5707,1024.6,1.75,0.288,12.82888998,1,['pCH4_per_pO2'],0.580194679,0.707908687
5708,1024.6,1.75,0.36,19.34158677,1,['pCH4_per_pO2'],0.562533538,0.710853617
5709,1024.6,1.75,0.432,16.11897537,1,['pCH4_per_pO2'],0.549328318,0.731087925
5710,1024.6,1.75,0.504,16.11897537,1,['pCH4_per_pO2'],0.791326791,0.503289806
5725,1024.6,2,0.072,15.41189637,1,['pCH4_per_pO2'],0.820551706,0.446611602
5726,1024.6,2,0.144,11.21708152,1,['pCH4_per_pO2'],0.548922937,0.731325592
5727,1024.6,2,0.216,11.0711065,1,['pCH4_per_pO2'],0.741957827,0.536259038
5728,1024.6,2,0.288,11.0711065,1,['pCH4_per_pO2'],0.526639765,0.750645222
5729,1024.6,2,0.36,17.58379298,1,['pCH4_per_pO2'],0.569840364,0.715176058
5730,1024.6,2,0.432,14.33740205,1,['pCH4_per_pO2'],0.580187199,0.70843322
5731,1024.6,2,0.504,14.33740205,1,['pCH4_per_pO2'],0.591932803,0.696885458
5746,1024.6,2.25,0.072,13.77135282,1,['pCH4_per_pO2'],0.537779156,0.738596324
5747,1024.6,2.25,0.144,9.460659114,1,['pCH4_per_pO2'],0.549745753,0.731182801
5748,1024.6,2.25,0.216,9.292862633,1,['pCH4_per_pO2'],0.699213497,0.585323157
5749,1024.6,2.25,0.288,9.292862633,1,['pCH4_per_pO2'],0.699213497,0.585323157
5750,1024.6,2.25,0.36,15.8731902,1,['pCH4_per_pO2'],0.545758856,0.732901688
5751,1024.6,2.25,0.432,11.70888668,1,['pCH4_per_pO2'],0.549654552,0.731183195
5752,1024.6,2.25,0.504,11.70888668,1,['pCH4_per_pO2'],0.56295912,0.719337107
5767,1024.6,2.5,0.072,13.5702382,1,['pCH4_per_pO2'],0.544002033,0.737483491
5768,1024.6,2.5,0.144,9.259543753,1,['pCH4_per_pO2'],0.550187511,0.730619028
